"Juan José Moreso","Evocaré en estas pocas líneas la enorme figura intelectual de Carlos Nino, desde mis recuerdos personales referidos, cuando yo tenía solo 31 años, al año 1990 del siglo pasado. Lo conocí en las Jornadas de Tossa de Mar en primavera de 1989, disertando sobre las necesidades básicas invitado por Jorge Malem el organizador durante años de un evento relevante en filosofía práctica. Después, en el invierno austral de 1990, viajé para una estancia de investigación a Buenos Aires, para trabajar con Eugenio Bulygin. Eugenio, que era amigo personal de Nino, me aconsejó trabajar cotidianamente en el Centro de Estudios Institucionales, que dirigía Nino y presidía Genaro R. Carrió, al que también tuve la fortuna de conocer. Fue un consejo excelente porque me permitió conocer mejor a Nino y entrar en relación con los llamados Nino-boys, Carlos Rosenkrantz (ahora Juez de la Corte Suprema de Argentina), Roberto Gargarella (tal vez el filósofo político y constitucionalista más relevante de Latinoamérica en estos momentos), Gabriel Bouzat, Martín Böhmer, Marcelo Alegre y tantos otros. Ahora todos ellos se cuentan entre mis amigos, mi vida académica no sería lo que ha sido sin este conocimiento. Sin el magisterio de Eugenio Bulygin y de Carlos Nino (a los que hay que añadir otro argentino, Ernesto Garzón Valdés, que estaba más cerca, en Bonn y que ha estado tras casi todas las iniciativas valiosas en filosofía del derecho en estos años), y sin la relación intelectual con estos colegas, mi recorrido habría sido más errático, sin duda alguna. Mi trayectoria personal no es inteligible sin Eugenio Bulygin, Ernesto Garzón y Carlos Nino, fueron para mí conditiones sine quibus non. Pues bien, en esa estancia en Buenos Aires, veía casi a diario a Carlos Nino y disfrutaba de sus enseñanzas que se extendían a la hora del almuerzo, a los paseos al salir del Centro en la Calle del Oro de Buenos Aires, en los asados que compartimos. Por eso a fines de 1990 le invité, dado que él estaba en Barcelona, invitado por Albert Calsamiglia a la Universidad Pompeu Fabra, a impartir una conferencia sobre John Rawls, en un seminario en la Universidad Autónoma de Barcelona, donde yo era un joven profesor, organizado por el Institut de Ciències Polítiques i Socials (entonces dirigido por Isidre Molas, decano de la Facultad de Derecho en la Universidad, y otra de las personas clave en mi trayectoria académica), el primer ciclo de seminarios que coordiné. Puedo terminar con una anécdota que describe bien el magisterio de Carlos Nino: antes de la sesión (Nino tenía esos días varios compromisos en Barcelona) me preguntó, mientras caminábamos hacia el aula, ‘¿aquí tengo que hablar acerca del fundamento de los derechos humanos?’, y yo le dije ‘No, profesor, sobre la teoría de la justicia de John Rawls’. Me miró sorprendido, pero después su conferencia fue la mejor presentación que nunca he escuchado de la doctrina de la justice as fairness. Así era Nino, hablaba siempre sin papeles, como si estuviera generando en ese momento un relato para la audiencia. Hablaba pausadamente, desgranando con claridad una idea y engarzándola con la siguiente. Se tomaba en serio todas las cuestiones que se le planteaban, a menudo reformulando la pregunta de un modo tan elegante y certero que hacía sentir bien al que preguntaba, asombrado a menudo de haber imaginado una pregunta tan inteligente. Verdaderamente con él sentíamos, como decía Bernardo de Chartres en la Edad Media, Nos esse nanos gigantum humeris insidentes ut possimus plura eis et remotiora videre. Y así ha discurrido, por fortuna, nuestra tarea intelectual, subidos a los hombros de gigantes como Nino para poder vislumbrar mejor y más lejos nuestro horizonte conceptual. Y, es claro, tantos años después seguimos echándolo mucho en falta."
"Gustavo Maurino","Estudié en Córdoba a comienzos de los años 90 y puedo jurar que me recibí de abogado sin jamás haber escuchado el nombre de Carlos Nino. Hoy me resulta casi imposible imaginar cómo podría comprender el derecho, los derechos, la moral, la democracia, la constitución, sin la influencia de la fuerza gravitacional de sus ideas -ya sea para seguirlas o para distanciarme de ellas- pero viví otra vida en la que así fue. Probablemente lo recuerde mal, pero apenas recibido participaba de un congreso de derecho penal. El acto de apertura se hacía en un imponente auditorio en la manzana jesuítica de Córdoba. Estaban allí los penalistas más destacados que conocíamos, los rostros de los libros que habíamos estudiado. Zaffaroni y Bacigalupo, seguramente Maier, en fin, la plana mayor. Se hacía de noche, la conferencia se demora, en el escenario se suceden conversaciones inquietas, susurros, sorpresa y estupor. El auditorio se cubre de un silencio incómodo. Uno de ellos toma la palabra, creo que fue Bacigalupo, no recuerdo; pide disculpas y visiblemente conmovido comenta que se han enterado del fallecimiento de Carlos Nino. El desasosiego de nuestros próceres penalistas es total, como si un agujero negro se hubiera abierto frente a ellos y toda la energía del derecho hubiera sido absorbida por él. Fue la primera vez que escuché el nombre de Carlos Nino. Unos años después, en un edificio gótico del barrio de Palermo volví a escucharlo, esta vez como un eco bondadoso y fértil en las voces primeras de Martín y de Roberto, multiplicado luego en las de Marcelo y Marcela, de Roberto y Robertino, de Gabriel y Carlos, de Jaime y Martín, y de tantos…y luego, no podría explicar cómo, pronunciada con familiaridad por la de mis compañerxs generacionales, y pronto por generaciones de estudiantes. Un nombre que viaja, como la luz, sin freno. Un eco constantemente afinado. No se me ocurre una pena mayor para una persona de derecho en mi país, que la de una vida privada de contacto con el nombre y las ideas de Nino. Por lo demás, la perspectiva de que nuestra cultura jurídica y política transcurran lejos de su influencia se me aparece como un asfixiante vacío legal, un caótico desierto moral, acaso la distopía política autodestructiva que precedió su palabra, y acecharía su olvido."
"Micaela Alterio","Nino son los primeros libros que me ilusionaron con el derecho y que aún me acompañan, encontrar una comunidad con sus discípulxs, también mi amigo Ezequiel."
"Matias Sucunza","Borré este párrafo un par de veces. Escribir sobre Nino me da vergüenza. Nino, en y para mí, no ha sido un gran filósofo o jurista. Nino no son sus obras. Aún en su inmensidad, es decir poco o mal de él. Nino fue y será un lugar, un modo de ser y hacer, en torno al cual nos hemos reunido por generaciones. Una comunidad, una mitología, casi un credo, de un solo dogma: discutirlo todo, en todo momento, de igual a igual. El hecho de haber cobijado a gente tan distinta y alimentar sus inquietudes con su tiempo, creo que es un ejemplo de lo que intento recuperar y de lo más hermoso de su legado. El primer librito que escribí se lo dediqué a él. Esa falta de respeto seguramente habría sido recibida con la misma gentileza con la que, según cuentan quienes estuvieron a su lado, recibía incluso las ocurrencias de quienes apenas conocía. Nino, en y para mí, es una responsabilidad. Una de las razones por las que sigo creyendo que luchar por el derecho tiene sentido."
"Natalia Volosín","No conocí a Nino, pero Nino sabía quién era yo antes de que yo misma lo supiera. Sólo eso explica el efecto que me produjo su obra al primer contacto. No es algo que ocurra muchas veces en la vida. Lo sentí con Saer, con Pound, con algunas comidas, músicas o paisajes y, por supuesto, con el amor. Nino es un viaje. De ida, claro. Al principio lo leía sin entender casi nada pero, a la vez, entendiendo en otro plano, como si hubiera una trama no del todo clara, pero también una estructura, un procedimiento que me resultaba demasiado familiar. No sé cómo explicarlo. Él seguramente podría. Maurino, el poeta del derecho, seguramente podrá. Sin Nino, mi cosmovisión no sería la que es, y no hablo del derecho, la moral y la política. Hablo de la vida. Sin mi Nino, desde luego. La primera semana en YLS lo soñé. Sentía, creo que con razón, que estaba ahí por él. En el sueño andaba vagando un poco perdida hasta que aparecía Nino y, en un tono tierno pero levemente solemne, me decía ""yo soy tu maestro"". Mucho Star Wars, señora. Pero sí, lo era. Lo es. Gracias por tanto, maestro."
"Valeria Berros y Stéfano Saluzzo","Un jueves de fines de agosto de 2026 un grupo de estudiantes de la carrera de abogacía de la Universidad Nacional del Litoral tuvieron una clase de la asignatura ""Sociología y Derecho"" en el Espacio de la Memoria Ex Comisaría 4ta de la ciudad de Santa Fe, titulada ""Historias de creación jurídica: crímenes de lesa humanidad y genocidio"". Desde hace algunos años uno de los sentidos de la cátedra es reflexionar sobre el derecho como proceso creativo que se va forjando históricamente. El prólogo de ""Ética y Derechos Humanos"" y su invitación a pensar los derechos humanos como invención son parte de lo que Valeria Berros les explica dentro de la introducción a la materia en -tal vez- un desvío de lo que en general se plantea en cualquier inicio de sociología para estudiantes de derecho. Luego, Stéfano Saluzzo cuenta una historia concreta: la manera en que se han gestado las ideas de genocidio y delitos contra la humanidad. El final de su presentación es una fotografía del juicio a las juntas. Este año por primera vez la clase transcurrió en un espacio dedicado a la memoria y no en un aula de la facultad. Sucedió en una mañana gris y húmeda del litoral, en la antigua cochera por donde ingresaban a las personas, muchas de las cuales permanecen desaparecidas. La clase transcurrió en el sitio en que hoy se encuentran las fotografías de los rostros de las ausencias santafesinas, junto con banderas más recientes, como aquella que refiere al caso ""Laguna Paiva II"" que logró, por primera vez, una condena por abandono de infancias como delito de lesa humanidad. Estas horas transcurridas allí tal vez aún muestran que las creaciones jurídicas valiosas y el trabajo colectivo en esa dirección permanecen: en textos, trabajo, emociones, luchas y pensamientos compartidos. Sólo dos estudiantes habían visitado antes este lugar. No sabemos bien cuántos de ellos y ellas habían tenido alguna aproximación anterior a Carlos Nino, pero quizás ahora lo recuerden como parte de esa escena en la que, tal vez sin buscarlo expresamente, le rendimos homenaje en cada inicio de cuatrimestre."
"Roberto de Michele ","'Un País al Margen de la Ley' es tal vez la mejor explicación sobre la corrupción en la Argentina y qué hacer para solucionar este problema. Es también una propuesta vigente. Tuve el privilegio de trabajar para Nino a partir de 1984, cuando convocó a un pequeño grupo de estudiantes a colaborar con él. Había sido recientemente designado junto a Jaime Malamud Goti por Raúl Alfonsín para asesorarlos en temas de derechos humanos y reformas institucionales. Luego vinieron otros y diversos desafíos, bien presentados por Roberto Gargarella en su laudatio del 24/3/26 en LCDD. Nino nos convocó a Roberto Saba y a mí para buscar materiales, referencias, discutir a medida que avanzaba la redacción y la edición de este libro. Un País al Margen de la Ley es tal vez uno de los primeros estudios sobre la corrupción que aporta datos y cifras, y que utiliza un enfoque multicausal. Nino, sin embargo, transmitía alguna prevención sobre su análisis. Además de una cierta dosis de escepticismo, desde la dedicatoria. Creía que ese enfoque era propio de la ciencia política, o la sociología, que no eran su especialidad. Cuando vuelvo a revisar esa primera edición y todas las anotaciones marginales que he hecho, creo que ese temor era injustificado. Es precisamente esa brillante combinación de análisis filosófico, político, jurídico, de diseño institucional, de teoría de los juegos, que hace que este libro sea - en mi modesta opinión - algo fuera de lo común. En mi caso, ha determinado en gran medida mi carrera y la manera en la que trato de entender la corrupción y qué hacer para controlarla. Con variados resultados, hace más de 30 años que trato de refutar su escepticismo. La lamentable vigencia de la corrupción es una buena excusa para releer a Nino."
"Marcelo Alegre","Nino entendía que su mejor contribución al momento histórico que se abría con las elecciones de 1983 era aportar ideas para resolver los problemas más urgentes del país. La filosofía era para él una herramienta para comprender y cambiar el mundo. La filosofía analítica en particular le resultaba atractiva debido a su aspiración de rigor argumental y claridad expositiva, lo que la volvía de gran utilidad desde la perspectiva del enriquecimiento del debate democrático."
"Martín Antonio Sabelli","Conocí a Carlos Nino en la Facultad de Derecho de Yale por esas casualidades de la vida que nos marcan mucho más que las decisiones más pensadas. Por su invitación, volví al país de mis padres, que habían huido la Noche de los Bastones Largos, y, gracias a esa invitación, descubrí un mundo de ideas, ideales, e idealistas que se atrevían a imaginar el país que seguimos buscando. Entre las paredes del Consejo – muchas veces al atardecer en una mesa de café, facturas y debate – aprendí a soñar grande, sin miedo, de lo que vamos a lograr un día si nos guiamos por la ética, compasión, y coraje de un hombre tan potente en espíritu, y tristemente tan frágil de cuerpo."
"Máximo Lanusse","Cursé la carrera de grado en Derecho UBA, con el cambio de milenio. Solo conocí a Carlos Santiago Nino, a través de su obra escrita y su obra viva, tantos profesores brillantes por él formados, además de enormes maestros de su misma generación que tuvieron tremenda influencia. Fue como un oasis para mí. Tenía hambre y sed del pensamiento crítico, analítico, profundo y el modo en que enlazó la filosofía jurídica, la filosofía moral y la filosofía política, marcó a fuego mi modo de pensar la práctica jurídica, los derechos humanos y el horizonte democrático. Comprender con el tiempo, la manera en que el grupo de los filósofos fueron una máxima referencia para quien condujo la transición democrática en nuestro país, es una fuente de inspiración constante en mi vida. Solo puedo sentir gratitud por los mundos que se generaron por la potencia de su pensamiento, campos de fuerza, que hasta el día de hoy siguen congregando generaciones. Pienso en Nino, y no puedo evitar pensar en “los Conjurados” de Jorge Luis Borges."
"Noelia Garone","En un tiempo que parece haber hecho de bastarse a uno mismo una virtud, y que con demasiada facilidad convierte al otro en adversario antes que en interlocutor, hay algo especialmente poderoso en una teoría que nos recuerda la banalidad de la suficiencia individual cuando se trata de pensar la justicia. Lo colectivo aparece como condición de posibilidad. Esa idea atraviesa a Nino, pero encuentra una expresión especialmente potente en su concepción de la deliberación. Pensar en soledad es menos confiable porque tendremos dificultades para representarnos los intereses de los demás. La conversación con otros importa porque sus razones, experiencias y perspectivas pueden mostrarnos aquello que desde nuestro lugar no alcanzábamos a ver y acercarnos, así, a esa verdad moral que Nino vincula con una consideración más imparcial de los intereses de todos. Hay allí, quizás, una pequeña impugnación de la soledad moral dado que ninguna mirada basta por sí sola y la presencia del otro no limita nuestra razón, sino que puede ensancharla. Nino trae así a la conversación una ambición transformadora, para pensar un poco mejor lo que es justo, necesitamos a los demás."
"Luis Ovsejevich","En las décadas de 1960 y 1970 fui docente en la Facultad de Derecho de la UBA. A través de esos años en los diversos cursos que di tuve alumnos que me llamaron la atención por su gran inteligencia. Sin duda uno de ellos fue Carlos Nino. Es decir ya desde muy joven demostraba lo que sería su futuro. Una excelente persona preocupada por los destinos de nuestro país y que dejó su huella. Lástima que se haya ido tan joven. Tuve la satisfacción de entregarle el Konex de Platino en 1986 en Ética. Y este año recibirá una Mención Especial (Homenaje). Mi sentido recuerdo hacia él."
"Ornella Mazza Gigena","No conocí personalmente a Carlos Nino, y quizás por eso “mi Nino” está hecho enteramente de la interpretación que pude darle -y que mis maestros le han dado- a sus textos. Pero si tuviera que decir qué quedó de él en mi manera de pensar el derecho, no elegiría un libro u obra en particular -¡qué difícil elegir sólo una!- sino una actitud, una forma de entender el vínculo que tenemos con el derecho, un lente con el que mirarlo, y es la incomodidad frente a aquello que los abogados y abogadas tendemos a dar por sentado. Nino era incapaz de aceptar que una práctica, una institución o una solución jurídica se justificaran simplemente porque “el derecho es así”. Detrás venía siempre otra pregunta: ¿por qué debería ser así?, ¿qué razones tenemos para sostener eso?, ¿podríamos justificárselo a quienes tienen que vivir bajo sus consecuencias y designios? Tal vez por eso, aún cuando una podría discrepar con algunas de sus respuestas, sigue siendo tan difícil salir indemne de su lectura. Nino no dejó sólo argumentos, dejó preguntas que nos interpelan y vuelven incómodo al derecho. Y quizás eso sea una de las mejores cosas que un jurista puede dejarle a su comunidad."
"Raúl Gustavo Ferreyra","En 1978, en plena dictadura militar, solamente sabía decir «no». Tal vez era un ejercicio sobre aquello que había aprendido de Albert Camus en El hombre rebelde (1951): que hay momentos en los que decir «no» es, acaso, la primera forma de decir «yo». Al ingresar en ese año a la Facultad de Derecho, en un contexto de autoritarismo y negación del Estado constitucional, los discursos en las cátedras y cursos de “Introducción al Derecho” y de “Filosofía del Derecho” disputaban el cetro del oscurantismo y la ignorancia. Había dogma, pocas preguntas y casi ninguna duda. Todo sin diálogo. Con el paso de los años aprendí —o simplemente supe— que, en la vida, la mayoría de los estados suceden por casualidad. Y fue precisamente entonces, casi por casualidad, cuando descubrí las Notas de Introducción al Derecho de Carlos Santiago Nino [1973-1975]. Una obra estupenda que me permitió conocer los distintos enfoques del Derecho y elegir, para siempre, un normativismo crítico, bien moderado y básicamente racionalista. Las Notas de Introducción al Derecho de Nino llegaron junto con las Notas sobre Derecho y lenguaje de Genaro Carrió [1965] y se constituyeron en mis libros iniciales. En 2001 publiqué mi primer libro sobre teoría, Notas sobre Derecho constitucional y garantías. En sus «Palabras preliminares» dejé expresada la evocación de aquellas «Notas» de Nino y de su influencia en mis primeras lecturas y escrituras de juventud. Y también en la asunción de las decisiones epistémicas y ontológicas sobre el Derecho. Los escritos contenidos en Notas sobre Derecho constitucional y garantías son una tesis, aunque sin rúbrica institucional, sin protocolos ni enjuiciamientos académicos. Son el fruto de aquellas lecturas y escrituras de juventud. Quizá el título no fue una casualidad. De allí que estas letras lleven también la marca de aquellas primeras lecturas en el Derecho. Y por eso están dedicadas a Nino. No solamente por lo que enseñó, porque, naturalmente, con el curso de los años he podido disfrutar de gran parte de su inteligente, original y solvente producción filosófica y constitucional.
También por haberme mostrado, en un momento en que decir «no» parecía ser casi todo lo que podía hacerse, que el Derecho podía ser pensado y realizado de otra manera."
"María Victoria Ricciardi","No lo conocí a Nino. Para ser exacta, no lo conocí personalmente. Aunque, en realidad, lo conozco. Cuando pienso en Nino me sucede algo parecido a cuando en mi familia relatan un momento que no recuerdo haber vivido, pero de alguna manera puedo evocar perfectamente. Me pasa con el festejo del Mundial 86: no lo recuerdo, pero lo viví. A Nino no lo viví, pero lo evoco. Lo conocí en la Facultad. Otros, más suertudos, llegan habiéndolo conocido. Ahora que lo pienso, tal vez yo también tuve mi suerte: me inscribí en la comisión de Teoría del Derecho a cargo de Marcelo Alegre, en la cátedra de Rosenkrantz, con Paola Bergallo como parte del equipo docente; ahí estudiamos a Nino y lo mejor de la teoría del derecho. Luego seguí estudiándolo con sus discípulos, quienes continúan su tradición y su compromiso académico y público. Fue el comienzo de un camino que me dio mucho más de lo que jamás pensé posible en el derecho. En uno de esos años de cursada, como estudiante, Roberto Gargarella nos invitó a María Piqué y a mí a un seminario de teoría legal que organizaban Martín Farrell y Jaime Malamud Goti. Seguro para ellos fue un seminario más, pero para mí fue algo único: con el tiempo entendí que es en esos momentos donde uno termina de comprender la verdadera huella que dejó Nino."
"Owen Fiss","Carlos hablaba al mundo, pero también era parte de él. Sus ideas fueron moldeadas por lo que ocurría en el mundo, de la misma forma como estos eventos fueron en parte moldeados por sus ideas. Su agenda intelectual reflejaba las exigencias de la historia, y sus puntos de vista teóricos iban siendo pulidos y a menudo reformulados a la luz de su experiencia vital. Desde esta perspectiva, el hecho más decisivo para el desarrollo intelectual de Carlos fue el juicio de la junta en 1985. Era para Carlos un medio para restaurar la democracia en Argentina -promoviendo la deliberación pública y reafirmando las normas básicas sobre las que el nuevo régimen debía descansar. Ésta era, para él, la forma más efectiva de prevenir otra dictadura. Esta concepción del asunto dotó al juicio de urgencia moral, pero al mismo tiempo permitió la introducción de ciertas consideraciones pragmáticas. Había que preguntarse constantemente si el juicio fomentaba, de hecho, la consolidación de la democracia. En los días de la semana santa de 1987 estaba de visita en Buenos Aires. La sublevación militar generó manifestaciones públicas masivas en apoyo del gobierno y su intento de reconstruir la democracia. Avanzada la noche del Viernes Santo, recorrí las calles de Buenos Aires con Carlos y vi el orgullo que sentía por las manifestaciones. Representaban en parte un tributo a lo que el pueblo argentino había aprendido de los juicios -nunca más- y una reivindicación de la teoría que él había propuesto para defenderlos. Como souvenir, Carlos me compró la última edición de La Razón con el titular excepcional: “El pueblo apoya a la democracia”. Aunque era un filósofo del derecho, siempre estuvo a caballo entre el mundo de la política y el de la filosofía, inspirándose en ambos, a veces impacientándose con uno, luego con el otro. Carlos era un erudito, pero a la vez muy sencillo. Siempre jovial, era la personificación de la vida misma, y participaba en las discusiones con gran exuberancia. Fue, quizás, el mejor filósofo del derecho que Latinoamérica ha producido jamás."
"José Ignacio López","Para mí, Carlos Nino es sinónimo de la comprensión del Derecho. Recuerdo aquellos primeros pasos en la Facultad de Ciencias Jurídicas y Sociales de La Plata, cuando, joven y sin referencias jurídicas, me enfrentaba al desafío de preparar libre Introducción al Derecho. El primer examen fue un fracaso. Pero el profesor titular, con esa sabiduría que a veces tienen los docentes, me señaló un camino: ""Leé a Nino"". Abrí entonces su ""Introducción al Análisis del Derecho"" y, página tras página, ocurrió el milagro: su prosa clara, sus ejemplos precisos, deshicieron la niebla. Nino no me enseñó una materia; me enseñó a pensar jurídicamente. En la mesa siguiente, mi libreta estampó un aprobado. Pero lo que realmente quedó sellado fue mi deuda con él: la certeza de que el Derecho, cuando se explica bien, es un acto de generosidad."
"Oscar Flores","Leer a Carlos Nino me hizo entender que el art 19 CN es el Aleph constitucional: el punto donde convergen y se explican todos los demás derechos y garantías."
"Aída Kemelmajer de Carlucci","Cuando hablo de autonomía, en cualquier ámbito en que lo hago, ineludiblemente debo citar a Carlos Nino cuando afirma: “La autonomía personal es la capacidad que tenemos los seres humanos de decidir qué queremos hacer con nuestras vidas, de diseñar y poner en marcha nuestro propio plan de vida, tal como lo sostenía Emmanuel Kant. Sin embargo, para que esa autonomía pueda ser efectiva, para que la libertad pueda ser desarrollada, las personas debemos contar con opciones reales que muchas veces no podemos tener sin la ayuda del Estado” (NINO, Carlos, Ética y derechos humanos, Astrea, Buenos Aires, 1989, Capítulo 5). Solo alguien que dedicó su vida a pensar la libertad humana puede resumir en forma tan perfecta un concepto tan difícil. Teóricamente, la libertad es propia de la vida individual, pero en la realidad, para que esas opciones no existan solo en las declaraciones, en ocasiones, se necesita el auxilio del Estado. Se trata de la síntesis casi perfecta entre los grandes valores del constitucionalismo moderno: la libertad, la igualdad y la solidaridad."
"Gustavo Arballo","Un oprobioso mes de diciembre de 1994 rendí Introducción al Derecho, cátedra I, en La Plata. Sin cursada y en modalidad “libre” mi preparación para el examen era, por así decirlo, dispar (y mi presentación al examen, en consecuencia, algo audaz), pero luego de alguna hesitación fui llevando el flujo de ideas de forma más o menos orgánica hasta que escuché el “suficiente”. Me tomaba examen oral el profesor Juan Carlos Smith hijo, me puso un ocho, y cuando terminó, me dijo: “se nota que usted ha leído a Nino, a Carlos Santiago Nino” (lo dijo como si se refiriera a Bond, James Bond). Supongo que infirió eso porque recuerdo en el examen haber mencionado el caso de “Los Caballeros de la Noche” (que aparece en “Introducción al Análisis del Derecho”, que lo sabía pero por otra fuente. La verdad es que no lo había leído (aunque no iba a declarar en mi contra en esa mesa de examen) pero la afirmación de Smith me puso en deuda: ahora deberé leerlo. A eso me aboqué en el verano del 95, con la doble dosis de “Un país al margen de la ley” y de “Fundamentos de Derecho Constitucional”. Comparado con el resto de libros de derecho dogmático, era la pura verdad, era ver a alguien que “jugaba a otra cosa”, era pasar de ver en blanco y negro a ver en color, algo que solo me pasaba con Genaro Carriò. Al leer los “Fundamentos”, me daba la sensación de alguien que agarraba un cubo de Rubik mezclado con el mestizo genoma del derecho constitucional y lo volvía a armar en caras de colores puros frente a mis ojos. “Un país al margen” era otra cosa, un autor al que en ese momento el derecho ya le quedaba chico, y saltaba de la península de la subcosa jurídica al continente de las cosas públicas – y desde ese lugar: qué distinto se ve la península. Luego vendrían (en el orden de mis lecturas) los debates con Zaffaroni, otras obras, “Ética y Derechos Humanos”, y el hermosísimo “Juicio al Mal Absoluto”. Llegué a Nino así, siempre de modo escrito (conocí a sus allegados solo muchos años después),. saltando de piedra en piedra, y luego seguí el hilo hasta sus primeros trabajos, y me dio siempre la idea de un talento esclarecedor y, sobre todo, en buena medida charlado, pues se nota el pulso de argumentos construidos en modo dialéctico, no obra de una “eminencia” trascendente, un dispensar de axiomas, sino de alguien que nos va llevando de la mano, y eso es lo mejor de todo, quizá lo único que importan en el derecho. Muchas gracias Doctor Smith, muchas gracias sobre todo Doctor Nino.."
"Emiliano Vitaliani","Más allá de sus trabajos, uno de los grandes aportes de Nino al derecho fue haber formado a una gran generación de juristas que terminaron ocupando distintos espacios relevantes. Sin embargo, muchos de quienes ya no somos tan jóvenes nunca llegamos a conocerlo; algunos incluso nacimos después de su fallecimiento. Creo, sin embargo, que Nino también nos formó. La figura espectral de Nino, el teórico preciso, abierto y comprometido que estuvo detrás del Juicio a las Juntas, la mayor gesta jurídica de la historia argentina, ejerce sin lugar a dudas una influencia infinita incluso sobre quienes no lo conocimos. Hay dos formas en las que Nino nos sigue formando. La primera, más fácilmente observable, es que muchos de sus discípulos fueron y son nuestros profesores. Hay otra forma, sin embargo, más oculta y sutil. Así como las naciones necesitan héroes y narrativas sobre las que construir el futuro, las comunidades académicas y profesionales también. Nino, así, no solo nos ofrece los que tal vez sean los mejores libros y artículos escritos en nuestro país, sino que también funciona como mito, como narrativa, y nos obliga a intentar estar a la altura de este legado. Muchos años después de su fallecimiento, entonces, la fuerza de su legado hace que muchos nos sintamos increíblemente cercanos a una persona a la que nunca conocimos y tributarios de una tradición que Nino cimentó. Si el derecho necesita narrativas y las narrativas necesitan héroes, la contribución de Nino se extiende mucho más allá de sus trabajos y sus discípulos para alcanzar a todos aquellos que vemos en su figura lo mejor de nuestro derecho y, por lo tanto, una tradición que merece ser honrada."
"Tomás Fernandez Fiks","No tuve el placer de conocer personalmente a Carlos Nino. Sin embargo, sus textos marcaron profundamente mi desarrollo académico e intelectual. En particular, su libro Juicio al mal absoluto (Siglo XXI Editores, 2015)  tuvo una enorme influencia en la formación de mis inquietudes teóricas y en la manera de abordarlas. A lo largo de los años he vuelto una y otra vez a sus páginas, encontrando en cada relectura nuevas razones para reflexionar y cuestionar mis propias ideas. En ese derrotero siento haber dialogado con Nino, aunque de manera un tanto peculiar: asincrónica e indirecta. También creo haberlo conocido, en cierta medida, a través de algunos de mis maestros, quienes siempre procuraron transmitir su pensamiento a nuevas generaciones. Por todo ello, siento hacia su obra una profunda deuda intelectual, que espero algún día poder honrar."
"Pedro Caminos","La primera vez que leí a Carlos Nino no lo entendí. Fue en un hueco entre dos materias en mi época de estudiante, tal vez en el año 2001. Fui a la biblioteca a la Facultad y me senté a leer uno de los ejemplares disponibles de Introducción al Análisis del Derecho. En particular, me llamó la atención el capítulo referido al debate entre el positivismo y el iusnaturalismo. Por un lado, me incomodaba que Nino presentara posiciones y argumentos y, a continuación, procediera a refutarlos demoledoramente. Parecía que nada quedaba en pie, que nunca aparecía un piso a partir del cual construir. Mi necesidad estudiantil de certezas se veía irremediablemente frustrada por la vis destructiva del intelecto de Nino. Tampoco me tranquilizó su conclusión sobre el debate entre iusnaturalistas y positivistas. La idea de que, en realidad, unos y otros hablan de cosas diferentes me sonaba rara. Entonces, cuando digo que no lo entendí no me refiero a que no comprendía sus palabras (aunque ese libro es ciertamente farragoso) sino a que no captaba el tipo de empresa intelectual que Nino estaba llevando a cabo. Acostumbrado a los manuales expositivos que explicaban un tema sin pensar sobre él, el libro de Nino me desorientaba. Sin embargo, un tiempo después, hacia el año 2003, me compré La Constitución de la Democracia Deliberativa. Ese libro discutía temas más concretos con los que yo, a esa altura de la carrera, estaba más familiarizado. También tenía un tono propositivo en el que aparecía la vis constructiva del intelecto de Nino. Ahí entendí que lo que Nino hacía era filosofar. El núcleo de esa actividad es usar al máximo la capacidad crítica del pensamiento para destruir las creencias que hasta el momento teníamos por seguras para, a partir de allí, avanzar con creencias reafirmadas, pero siempre revisables. Nunca tuve la capacidad de Nino para ese tipo de ejercicio. Pero aprendí gracias a él a identificar a quienes sí la tienen y admirarlos por ello. También advertí que, como dijo Tyrion Lannister, “para estar afilada, la mente necesita libros, así como un cuchillo necesita una piedra de afilar”. Por eso en los años siguientes a leer La Constitución de la Democracia Deliberativa fui buscando los libros que Nino había citado allí. A diferencia del primer libro suyo que había leído, que me había incomodado, el segundo me resultó fascinante y despertó en mi un apetito intelectual no saciado hasta el día de hoy. Esta es mi deuda con su obra y su pensamiento."
"Emanuel Olivares","Mí primer acercamiento a la obra de C. S. Nino fue en 2004, el primer año de mí carrera de abogacía. Desde aquel día, en que leí ”Fundamentos de Derecho Constitucional"" (Astrea, 1993), supe que quería ser docente e investigador, así como que mí obsesión sería la proyección de una reforma institucional que nos permita acceder a un sistema político deliberativo de calidad. Recuerdo hoy, como si fuera ayer, el efecto que tuvieron esas páginas en mí comprensión filosófica del derecho público. Hace algo más de un lustro tuve el placer de coordinar y escribir un libro de autoría colectiva, en homenaje a su obra, ""Dialécticas Normativas"" (EdUNC, 2019), donde algunos de sus ""hijos y nietos academicos"" repensamos una selección de sus textos. Actualmente, mí línea de trabajo como Investigador del CONICET, y mis clases como Profesor de derecho en la UB, tienen por epicentro una concepción republicana reflexiva de la democracia, en cuyo corazón laten aún ciertos presupuestos nineanos."
